call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points
KC3OLH,NA,410,1E,EPA,2,Columbia-Montour ARC,2,1,G,0,50,20,70,170
KC3QVQ,NA,404,1D,MDC,2,Northeast Maryland AR Contest Soc.,1,1,C,0,35,107,142,50
KC3R,NA,4300,2A,WPA,1,Nittany Contest Club,5,2,G,1026,0,1798,2824,450
KC3RDV,NA,86,1D,EPA,2,NA,1,1,C,0,0,18,18,50
KC3RGK,NA,166,1D,MDC,2,Northeast Maryland AR Contest Soc.,1,1,C,0,0,58,58,50
KC3RHQ,NA,542,1D,WPA,2,Butler Co. AR Public Srvc. Group,1,1,C,0,123,0,123,50
KC3RN,NA,690,1B1B,WPA,5,WACOM,1,1,B,64,0,0,64,50
KC3TL,NA,1702,2AC,WPA,2,TLSC Amateur Radio Group,13,2,C,0,7,402,409,870
KC3WX,NA,5716,2D,EPA,2,Big Stefa Memorial FD Group,3,2,C,893,22,903,1818,250
KC4GCK,NA,1146,1D,GA,2,North Georgia ARC,1,1,C,0,274,0,274,50
KC4GO,NA,486,1D,NFL,2,Lake Monroe ARS,1,1,C,0,109,0,109,50
KC4KZR,NA,362,1D,NC,2,NA,1,1,C,0,53,0,53,150
KC4MC,WR4RR,1776,5A,TN,2,Meigs Co.  ARC,17,5,G,0,0,353,353,1070
KC4NX,NA,2300,1D,TN,2,Smoky Mountain ARC,1,1,C,0,0,1125,1125,50
KC4ONA,NA,842,1E,WWA,2,Wahkiakum Co. ARC,1,1,B,0,60,26,86,550
KC4RSL,NA,182,1D,GA,2,NA,3,1,C,0,0,46,46,90
KC4TNQ,NA,932,1D,TN,2,NA,1,1,C,0,195,1,196,150
KC4UG,NA,1856,6A,AL,2,West Alabama ARC,20,6,G,0,25,153,178,1450
KC4VZT,NA,930,1E,NFL,5,Orange Park ARC,1,1,B,0,68,0,68,250
KC4WPS,NA,1654,1D,KY,2,Paducah ARA,1,1,C,0,401,0,401,50
KC5ANF,NA,154,1B1,GA,2,NA,1,1,B,1,0,0,1,150
KC5BOO,NA,158,2D,NTX,2,Club KC5NX,1,2,C,0,16,22,38,50
KC5CMX,NA,72,1D,AR,2,NA,1,1,C,0,0,11,11,50
KC5CWW,NA,906,3D,MS,2,George Co. ARES,19,3,C,0,21,166,187,490
KC5DDS,NA,338,2E,OK,2,Pontotoc Co. ARA,2,2,G,0,0,44,44,250
KC5DI,NA,674,1D,LA,2,NA,2,1,C,0,0,312,312,50
KC5GOI,NA,306,1D,NTX,2,NA,1,1,C,0,64,0,64,50
KC5LL,NA,202,1E,NTX,2,Lake Area Amateur Radio Klub,1,1,G,5,0,16,21,150
KC5MM,NA,576,1B2,AR,2,NA,2,1,B,0,0,13,13,550
KC5MQC,NA,58,1D,NTX,2,Southwest Dallas Co. ARC,1,1,C,0,0,4,4,50
KC5MVZ,NA,160,1A,WTX,2,NA,3,1,B,0,0,5,5,150
KC5NX,NA,3545,2AB,NTX,5,Club KC5NX,35,2,B,0,164,131,295,1250
KC5OLO,NA,964,2A,WTX,2,Key City ARC,25,2,G,10,0,137,147,650
KC5PRK,NA,374,1E,STX,2,NA,1,1,B,4,0,4,8,350
KC5QOC,NA,874,1B1,NM,2,New Mexico BCARES Team,1,1,B,0,56,0,56,650
KC5SM,NA,1002,1E,AR,2,NA,1,1,G,0,0,426,426,150
KC5VRI,NA,74,1D,AR,2,Arkansas River Valley ARF,1,1,C,0,0,12,12,50
KC6ARO,NA,578,1D,WWA,2,Austin ARC,1,1,C,0,132,0,132,50
KC6BAV,NA,552,1D,STX,2,Kendall ARS,1,1,C,0,122,7,129,50
KC6MIE,NA,888,1D,SDG,2,Fallbrook ARC,1,1,C,0,169,81,250,50
KC6YIH,NA,454,1D,LAX,2,Crescenta Valley RC,1,1,C,0,101,0,101,50
KC6YPV,NA,342,1D,LAX,2,Downey ARC,1,1,C,0,73,0,73,50
KC7AC,NA,350,1D,AZ,2,AZ DARC,1,1,C,0,50,0,50,150
KC7CS,NA,1170,1E,AZ,2,NA,1,1,B,0,280,0,280,50
KC7FMM,NA,730,1E,EWA,5,NA,1,1,B,0,46,0,46,270
KC7KFF,NA,1192,1D,AZ,2,Milky Way Wireless Club,4,1,C,114,0,293,407,150
KC7KMP,NA,626,1D,AZ,2,MARCA,1,1,C,0,135,18,153,50
KC7KPG,NA,130,1D,NM,2,NA,1,1,C,0,0,40,40,50
KC7LHV,NA,80,1A,ID,2,Balihoo ARC,8,1,G,0,0,15,15,50
KC7O,NA,650,1E,LAX,2,Pasadena RC/ JPLARC/ CITARC,1,1,B,0,0,250,250,150
KC7QY,NA,798,1E,NM,2,Socorro ARA,1,1,G,50,68,38,156,250
KC7SNO,NA,2186,7A,WY,2,Shy-Wy ARC,20,7,G,165,60,168,393,950
KC7STU,NA,918,1E,EWA,2,NA,1,1,G,0,192,0,192,150
KC7SVI,NA,786,1D,WWA,2,Kitsap Co. ARC,1,1,C,0,184,0,184,50
KC7YE,NA,122,1D,WWA,2,NA,1,1,C,12,6,0,18,50
KC7Z,NA,1224,2A,WWA,2,Kitsap Co. ARC,25,2,G,90,87,33,210,450
KC8AFW,NA,410,1D,MI,2,NA,1,1,C,0,90,0,90,50
KC8ITI,NA,276,1D,MI,2,Midland (MI) ARC,1,1,C,0,33,47,80,50
KC8J,NA,730,1D,SDG,2,Mad River RC,1,1,C,170,0,0,170,50
KC8MLB,NA,154,1B1,NFL,2,Ewephoria RC,1,1,C,0,0,2,2,150
KC8MRC,NA,64,1D,OH,2,Cuyahoga ARS,1,1,C,0,0,7,7,50
KC8QVO,NA,272,2B2,OH,2,NA,2,2,G,0,0,11,11,250
KC8SQC,NA,898,1E,MI,2,NA,1,1,B,162,0,0,162,250
KC8SWR,NA,306,2D,MI,2,Plymouth Historical Museum / Univ. Michigan,4,2,C,13,12,78,103,50
KC8VC,NA,2340,3A,MI,2,Mich-A-Con ARC,8,3,G,120,107,241,468,950
KC8VCX,NA,52,1D,MI,2,Garden City ARC,1,1,C,0,0,1,1,50
KC8ZH,NA,7698,1D,IN,2,Fort Wayne DX Assn.,1,1,C,1912,0,0,1912,50
KC9AEC,NA,258,1E,MO,2,NA,1,1,B,0,0,54,54,150
KC9EOQ,NA,302,1D,IL,2,Fox River Radio League,1,1,C,0,0,126,126,50
KC9HDS,NA,82,1D,WI,2,Riverland ARC,1,1,C,0,0,16,16,50
KC9HTC,NA,71,1D,IN,1,Old Post ARS,1,1,C,0,0,21,21,50
KC9IL,NA,706,1D,IL,2,North Shore (IL) RC,1,1,C,121,0,86,207,50
KC9KGK,NA,110,1D,IL,2,NA,1,1,C,0,14,2,16,50
KC9LFG,NA,92,1D,WI,2,NA,1,1,C,0,0,21,21,50
KC9MDY,NA,100,1D,WI,2,NA,1,1,C,0,0,25,25,50
KC9NVN,NA,1118,1D,IL,2,Northwest Illinois ARC,1,1,C,0,267,0,267,50
KC9NZP,NA,152,1D,IL,2,Schaumburg ARC,1,1,C,0,0,51,51,50
KC9OLF,NA,478,3AC,IN,2,Southern Indiana Tri-County ARC,4,3,C,0,3,108,111,250
KC9OYE,NA,480,1D,IN,2,Northwest Indiana DX Club,1,1,C,0,107,1,108,50
KC9PIF,NA,272,1D,WI,2,Wisconsin ARC,1,1,C,0,0,111,111,50
KC9PL,NA,450,1D,IL,2,Fort Madison ARC,1,1,C,0,100,0,100,50
KC9QEW,NA,132,1D,IN,2,NA,1,1,C,0,0,41,41,50
KC9RFO,NA,422,1D,IL,2,Twin Rivers ARC,1,1,C,0,93,0,93,50
KC9SEH,NA,286,2C,IN,2,Old Post ARS,1,2,B,0,9,0,9,250
KC9UJS,NA,368,1D,IL,2,Central Illinois RC,1,1,C,74,0,11,85,50
KC9UL,NA,120,1D,IL,2,Champaign ARA,1,1,C,0,0,35,35,50
KC9VIF,NA,540,1F,IL,5,LaSalle Co. IL RACES,1,1,B,0,4,0,4,500
KC9WIB,NA,180,1E,IL,2,NA,1,1,B,0,0,15,15,150
KC9YJP,NA,134,1E,IL,2,Chicago Suburban Radio Assn.,1,1,B,0,21,0,21,50
KC9YL,NA,590,1D,WI,2,Sheboygan Co. ARC,1,1,C,135,0,0,135,50
KC9ZCA,NA,86,1D,IL,2,Egyptian RC,1,1,C,0,0,18,18,50
KCØAHK,NA,54,1D,IL,2,Hamfesters RC,1,1,C,0,1,0,1,50
KCØAMJ,NA,278,1D,MO,2,Macon Co. ARC,1,1,C,0,0,139,139,0
KCØBYE,NA,218,1D,MO,2,SLSRC,1,1,C,17,0,0,17,150
KCØCCR,NA,580,1E,KS,5,NA,1,1,B,28,0,0,28,300
KCØDE,NA,242,1D,SFL,2,Fort Myers ARC,1,1,C,0,48,0,48,50
KCØELC,NA,490,1D,MO,2,Macon Co. ARC,1,1,C,0,110,0,110,50
KCØFGX,NA,2614,1E,MO,2,NEMO ARC,1,1,B,0,616,0,616,150
KCØJQO,NA,188,1D,MN,2,NA,1,1,C,24,0,21,45,50
KCØKWD,NA,418,1A,CO,2,Weld ARS,8,1,G,0,0,84,84,250
KCØLUH,NA,72,1D,CO,2,Parker RA,1,1,C,0,0,11,11,50
KCØM,NA,1006,1E,MO,2,Tri-Lakes ARC,1,1,B,214,0,0,214,150
KCØMO,NA,72,1D,MO,2,Raytown ARC,1,1,C,0,0,11,11,50
KCØNOX,NA,474,1E,MO,2,NA,1,1,B,0,0,162,162,150
KCØRVS,NA,1582,5A,CO,2,Village 7 ARC,41,5,B,41,0,134,175,1150
KCØTAF,NA,272,2B2,MN,2,Runestone ARC,2,2,C,0,21,19,40,150
KCØTJ,NA,232,1D,MN,2,Richfield RC,1,1,C,0,0,91,91,50
KCØTSL,NA,126,1E,IA,2,Fort Madison ARC,2,1,G,0,16,6,22,50
KCØYHU,NA,254,1D,IA,2,Washington Area ARC,1,1,C,0,26,0,26,150
KD1J,NA,1106,1D,CT,2,NA,1,1,C,0,264,0,264,50
KD2CJM,NA,1286,1F,NNJ,2,Parsippany-Troy Hills RACES,8,1,G,0,0,218,218,850
KD2CWU,NA,156,1E,VA,2,Eastern Shore ARC,1,1,G,0,0,3,3,150
KD2DB,NA,64,1D,NNJ,2,Cherryville Repeater Assn. II,1,1,C,0,0,7,7,50
KD2ETT,NA,882,3A,WNY,2,Central New York Contesters,5,3,G,0,53,10,63,650
KD2EYH,NA,118,1D,ENY,2,Overlook Mountain ARC,1,1,C,0,0,34,34,50
KD2FFR,NA,366,1B1,SNJ,2,Ocean Co. ARES,1,1,B,0,29,0,29,250
KD2JC,NA,1002,1D,NNJ,2,NA,1,1,C,238,0,0,238,50
KD2JJF,NA,382,1E,SNJ,2,Southern Counties ARA,1,1,B,0,0,66,66,250
KD2JJY,NA,330,1E,DE,5,Orange Co. (NY) ARC,1,1,B,0,0,16,16,250
KD2KEH,NA,62,1D,WNY,2,Niagara Frontier Radiosport,1,1,C,0,0,6,6,50
KD2KW,NA,250,1D,NTX,2,Lake Area Amateur Radio Klub,1,1,C,25,0,0,25,150
KD2LLM,NA,160,1E,WNY,2,Lancaster RC,1,1,G,0,2,1,3,150
KD2MU,NA,360,1B1B,NLI,5,Radio Central ARC and Order of Boiled Owls of NY,1,1,B,26,0,10,36,50
KD2NE,NA,202,1D,ENY,2,Hudson Valley Contesters and DXers,1,1,C,0,0,76,76,50
KD2OAP,NA,422,1D,NNJ,2,Cherryville Repeater Assn. II,1,1,C,0,0,136,136,150
KD2PFH,NA,158,1B1,WNY,2,NA,1,1,B,0,0,4,4,150
KD2PSC,NA,442,1B1,WNY,2,Genesee Radio Amateurs,1,1,B,0,48,0,48,250
KD2PWL,NA,1136,1B2,ENY,2,Sleeping Bag Portables,2,1,B,0,0,443,443,250
KD2QED,NA,158,1D,SNJ,2,Southern Counties ARA,1,1,C,0,2,0,2,150
KD2QKU,NA,152,1D,ENY,2,Broughton Memorial Field Day Group,1,1,C,0,0,51,51,50
KD2QLH,NA,68,1D,NNY,2,NA,1,1,C,0,0,9,9,50
KD2REH,NA,310,1D,NLI,2,NA,1,1,C,0,0,130,130,50
KD2RPX,NA,80,1D,SNJ,2,NA,1,1,C,0,0,15,15,50
KD2RWC,NA,58,1D,WNY,2,Orleans Co. ARC,1,1,C,0,2,0,2,50
KD2SGM,NA,490,1D,NNJ,2,WRAET,1,1,C,107,0,6,113,50
KD2SSE,NA,206,1D,SNJ,2,South Jersey Radio Assn.,1,1,C,0,6,16,22,150
KD2SSS,NA,570,1D,ENY,2,Orange Co. (NY) ARC,1,1,C,0,130,0,130,50
KD2TFB,NA,65,1B1B,WNY,5,Radio Assn. of Western New York,1,1,B,0,0,3,3,50
KD2UUC,NA,198,1D,NNJ,2,NA,1,1,C,0,37,0,37,50
KD2UXF,NA,65,1B1B,NNJ,5,NA,1,1,B,0,0,3,3,50
KD3ANX,NA,480,1B1,SNJ,2,NA,1,1,B,0,0,155,155,170
KD3CR,NA,588,1E,MDC,2,Queen Anne's ARC,1,1,B,0,0,119,119,350
KD3H,NA,272,1D,MDC,2,Laurel ARC,1,1,C,0,0,111,111,50
KD3HN,NA,292,1E,EPA,2,Hilltop Transmitting Assn.,1,1,O,0,0,121,121,50
KD3RF,NA,736,1D,EPA,2,Warminster ARC,3,1,C,151,0,31,182,70
KD3RVR,NA,100,1D,WPA,2,Somerset Co. ARC,1,1,C,0,11,3,14,50
KD3SB,NA,282,1D,WPA,2,NA,1,1,C,0,0,116,116,50
KD4ACG,NA,782,1D,WCF,2,NA,1,1,C,0,183,0,183,50
KD4HGR,NA,410,1D,SFL,2,Gold Coast ARA,1,1,C,0,90,0,90,50
KD4NSU,NA,180,1D,KY,2,Nelson Co. Post 42 American Legion ARC,1,1,C,0,0,65,65,50
KD4PBJ,NA,4710,3AB,TN,5,Tenn Rose,6,3,B,332,0,64,396,1070
KD4QMY,NA,148,1D,GA,2,NA,1,1,C,0,0,49,49,50
KD4YDD,NA,1742,1D,GA,2,Gwinnett ARS,1,1,C,0,423,0,423,50
KD5AUH,NA,105,1B1B,NM,5,NA,1,1,B,0,0,1,1,100
KD5BBR,NA,1762,2B2,OK,2,NA,2,2,G,0,266,124,390,450
KD5BPR,NA,290,1B2,LA,2,NA,2,1,B,0,0,20,20,250
KD5C,NA,5142,3E,WTX,2,Midland (TX) ARC,12,3,G,577,419,54,1050,1050
KD5CFA,NA,190,1D,LA,2,NA,1,1,C,0,0,70,70,50
KD5DE,NA,322,1D,LA,2,Shreveport ARA,1,1,C,0,68,0,68,50
KD5DID,NA,94,1D,NTX,2,North Richland Hills ARC,1,1,C,0,0,22,22,50
KD5DX,NA,2404,3A,STX,2,Medina Co. Amateur Radio Corporation,12,3,G,305,41,85,431,850
KD5GFG,NA,600,1E,LA,2,Ozone ARC,1,1,B,0,0,175,175,250
KD5ILA,NA,566,1D,AR,2,NA,1,1,C,0,129,0,129,50
KD5JHE,NA,282,1D,MS,2,NA,1,1,C,0,58,0,58,50
KD5MAM,NA,1630,4A,STX,2,South East Texas ARC,10,4,G,0,209,82,291,630
KD5MFS,NA,418,1E,WTX,2,Sun City ARC,1,1,S,0,17,0,17,350
KD5RXP,NA,560,1D,NE,2,NA,1,1,C,0,101,3,104,150
KD5WJV,NA,662,1D,NTX,2,Dallas ARC,1,1,C,0,128,0,128,150
KD5YPH,NA,152,1D,CO,2,Kicked Back Contesters Club,1,1,C,0,16,19,35,50
KD6EFQ,NA,202,1E,SDG,2,NA,1,1,B,0,0,26,26,150
KD6IJF,NA,58,1D,SB,2,Conejo Valley ARC,1,1,C,0,0,4,4,50
KD6KHJ,NA,364,1E,LAX,2,Downey ARC,1,1,S,0,52,3,55,150
KD6LDA,NA,258,1E,SV,2,NA,1,1,B,0,0,54,54,150
KD6LM,NA,420,2E,SF,5,NA,2,2,B,17,0,0,17,250
KD6RMS,NA,542,1B1,LAX,2,NA,1,1,G,0,0,146,146,250
KD6SEC,NA,454,1D,ORG,2,Desert Radio Amateur Transmitting Soc.,1,1,C,0,94,14,108,50
KD6TR,NA,894,1D,WWA,2,Stanwood-Camano ARC,1,1,C,4,207,0,211,50
KD6YPS,NA,70,1D,SCV,2,NA,1,1,C,0,5,0,5,50
KD6ZJZ,NA,106,1D,ORG,2,San Gorgonio Pass Amateur Club,1,1,C,0,0,28,28,50
KD6ZXC,NA,60,1D,SCV,2,South San Francisco Communications,1,1,C,0,0,5,5,50
KD7AKE,NA,224,1B1,UT,2,NA,1,1,B,0,0,37,37,150
KD7DK,NA,704,1D,WWA,2,Seattle ACS,1,1,C,0,55,67,122,350
KD7GE,NA,282,2D,OR,2,NA,2,2,C,31,0,54,85,50
KD7HGL,NA,382,1D,WWA,2,NA,1,1,C,0,77,2,79,70
KD7HU,NA,568,1D,MT,2,Yellowstone RC,1,1,C,118,0,23,141,50
KD7JB,NA,384,1B2,EWA,2,Snohomish Co. Hams Club,2,1,C,0,0,167,167,50
KD7KDO,NA,800,1D,AZ,2,MARCA,1,1,C,2,156,9,167,150
KD7PCE,NA,272,1D,AZ,2,Cochise ARA,1,1,C,0,0,111,111,50
KD7PH,AG7CC,1160,2A,ID,2,Palouse Hills ARC,23,2,G,43,0,49,92,890
KD7ZSE,NA,208,1E,SCV,2,NA,1,1,B,0,0,29,29,150
KD8AVT,NA,74,1D,OH,2,Findlay RC,1,1,C,0,0,12,12,50
KD8COO,NA,52,1D,OH,2,NA,1,1,C,0,0,1,1,50
KD8EVN,NA,694,1D,OH,2,Toledo Mobile RA,1,1,C,0,161,0,161,50
KD8GCN,NA,72,1D,OH,2,XWARN/DARA,1,1,C,0,0,11,11,50
KD8JBG,NA,130,1D,MI,2,Black River ARC,1,1,C,0,20,0,20,50
KD8JCY,NA,56,1D,OH,2,NA,1,1,C,0,0,3,3,50
KD8JQE,NA,238,1D,OH,2,Bellbrook ARC,1,1,C,0,0,44,44,150
KD8KTN,NA,194,1B1,MI,2,NA,1,1,B,0,0,22,22,150
KD8KXD,NA,110,1D,OH,2,Toledo Mobile RA,1,1,C,0,0,30,30,50
KD8LBS,NA,484,1AC,OH,2,Ohio Valley Experimenters Club,12,1,C,0,0,117,117,250
KD8LNO,NA,156,1D,MI,2,Barry ARA,1,1,C,0,0,53,53,50
KD8MRL,NA,162,1D,IL,2,NA,1,1,C,0,28,0,28,50
KD8MSS,NA,298,1B1,OH,2,NA,1,1,B,12,0,0,12,250
KD8NZF,NA,150,1D,OH,2,Mahoning Valley ARA,1,1,C,0,25,0,25,50
KD8ODF,NA,276,1B1,OH,2,NA,1,1,B,0,5,53,58,150
KD8PNG,NA,238,1D,STX,2,WCARC-TX,1,1,C,0,0,94,94,50
KD8PYY,NA,134,1D,IL,2,Central Illinois RC,1,1,C,0,0,42,42,50
KD8RSH,NA,166,1D,MI,2,Central Michigan ARC,1,1,C,0,0,8,8,150
KD8SCV,NA,130,1D,OH,2,Cuyahoga ARS,1,1,C,0,0,40,40,50
KD8SQ,NA,784,1A,OH,2,Orrville ARS,12,1,G,0,0,267,267,250
KD8UWF,NA,130,1D,WV,2,Tri-State ARA,1,1,C,0,0,40,40,50
KD8VCB,NA,1158,1D,OH,2,NA,1,1,C,252,0,0,252,150
KD8WBZ,NA,1010,1D,OH,2,Toledo Mobile RA,1,1,C,0,240,0,240,50
KD8YNG,NA,112,1D,OH,2,Bellbrook ARC,1,1,C,0,0,31,31,50
KD8YQQ,NA,758,1D,OH,2,Delaware ARA,1,1,C,0,177,0,177,50
KD8YYP,NA,202,1E,OH,2,NA,1,1,B,0,0,26,26,150
KD8ZM,NA,530,1E,OH,5,NA,1,1,B,38,0,0,38,150
KD9BNQ,NA,124,1E,IL,2,Sangamon Valley RC,1,1,B,0,0,37,37,50
KD9CES,NA,250,1B1,IN,2,NA,1,1,B,0,0,50,50,150
KD9DD,NA,240,1D,IL,2,Lewis and Clark RC,1,1,C,3,12,15,30,150
KD9EBS,NA,470,1E,IL,5,North Shore (IL) RC,1,1,B,42,0,0,42,50
KD9EJA,NA,1388,2A,WI,2,Barron Co. ARA,8,2,G,0,114,141,255,650
KD9EMV,KC9VZA,2052,7A,IN,2,Ad Hoc ARS,11,7,B,100,0,1,101,1650
KD9FGR,NA,294,1E,IL,2,Grundy Co. ARC,1,1,G,0,36,0,36,150
KD9FM,NA,602,1E,WI,2,Ozaukee RC,1,1,B,113,0,0,113,150
KD9GDY,NA,824,1E,IN,2,Northeastern Indiana ARA,1,1,B,134,0,19,153,250
KD9GHO,NA,222,1D,IL,2,Suburban Technical ARS,1,1,C,0,43,0,43,50
KD9GY,NA,626,1E,IL,2,Lake Co. RACES/ARES,1,1,G,0,10,218,228,150
KD9ILY,NA,122,1D,IN,2,Henry Co. ARC,1,1,C,0,18,0,18,50
KD9IXB,NA,646,1D,IL,2,North Shore (IL) RC,1,1,C,0,124,0,124,150
KD9KCK,NA,244,1B1,IN,2,NA,1,1,B,0,4,39,43,150
KD9KJV,NA,155,1B1B,WI,5,Four Lakes ARC,1,1,B,0,0,1,1,150
KD9KMK,NA,380,1E,IN,2,Northeastern Indiana ARA,1,1,G,0,0,115,115,150
KD9LHF,NA,354,1B1,IN,2,Clark Co. (IN) ARC,1,1,B,0,0,52,52,250
KD9LLH,NA,1096,4AC,IN,2,Patoka Valley ARC,12,4,C,0,45,133,178,650
KD9LVR,NA,310,1D,WI,2,Watertown ARC,1,1,C,0,15,50,65,150
KD9MDL,NA,126,1D,IL,2,4SQRP,1,1,C,0,0,38,38,50
KD9MHJ,NA,174,1E,IL,2,Six Meter Club of Chicago,1,1,B,0,0,12,12,150
KD9OIN,NA,812,1D,IL,2,Soc. Of Midwest Contesters,1,1,C,130,60,1,191,50
KD9ONG,NA,375,1E,WI,5,NA,1,1,B,0,12,1,13,250
KD9PEV,NA,110,3D,WI,2,NA,1,3,C,0,15,0,15,50
KD9PLX,NA,62,1D,IN,2,Patoka Valley ARC,1,1,C,0,2,2,4,50
KD9PM,NA,94,1D,WI,2,Tri County ARC (WI),1,1,C,0,0,22,22,50
KD9QDL,NA,178,1C,IN,2,Northeastern Indiana ARA,1,1,B,0,7,0,7,150
KD9QHQ,NA,894,1D,WI,2,Fox Cities ARC,1,1,C,0,186,0,186,150
KD9QYP,NA,440,1C,IL,5,Long Island CW Club,1,1,B,19,0,0,19,250
KD9RCL,NA,100,1D,IL,2,York RC,1,1,C,0,0,25,25,50
KD9RXU,NA,74,1D,IL,2,NA,1,1,C,6,0,0,6,50
KD9RYP,NA,950,2B1,IL,2,Bolingbrook ARS,1,2,B,0,100,0,100,550
KD9SHK,NA,276,1A,IN,2,Trine Amatuer RC,4,1,G,0,0,113,113,50
KD9SSG,NA,320,1D,IL,2,Bolingbrook ARS,1,1,C,0,67,1,68,50
KD9SSX,NA,54,1D,IL,2,Twin City ARC,1,1,C,0,0,2,2,50
KD9TZ,NA,970,1D,WI,2,Sheboygan Co. ARC,1,1,C,0,230,0,230,50
KD9V,NA,478,2D,IN,2,Soc. Of Midwest Contesters,2,2,C,57,23,54,134,50
KDØB,NA,148,1D,MN,2,NA,1,1,C,0,0,49,49,50
KDØCCI,NA,134,1D,MO,2,Mid-MO ARC,1,1,C,0,0,42,42,50
KDØGY,NA,914,1C,MO,2,Mid-MO ARC,1,1,B,52,62,4,118,450
KDØJHW,NA,650,1E,IA,2,NA,1,1,B,0,150,0,150,50
KDØLHI,NA,594,1D,ID,2,NA,2,1,C,0,0,122,122,350
KDØMRJ,NA,54,1D,MO,2,Mid-MO ARC,1,1,C,0,0,2,2,50
KDØOAL,NA,2278,1D,AL,2,Randolph Co. Emergency RC,1,1,C,0,482,0,482,350
KDØOIX,NA,1490,1D,MN,2,NA,1,1,C,0,326,18,344,150
KDØPGM,NA,448,1E,MO,2,NEMO ARC,1,1,B,0,4,141,145,150
KDØQ,NA,2830,1B1,IA,2,Iowa Wireless Amateur Radio Network,1,1,G,630,10,10,650,250
KDØQG,NA,74,1D,CO,2,NA,1,1,C,0,0,12,12,50
KDØSTU,NA,170,1B1B,NE,5,NA,1,1,B,0,0,4,4,150
KDØYSD,NA,874,1B1,KS,2,NA,1,1,B,0,0,362,362,150
KDØYTE,NA,590,1E,MO,2,NEMO ARC,1,1,B,0,110,0,110,150
KDØZYL,NA,176,1D,MN,2,Northern Lakes ARC,1,1,C,0,0,63,63,50
KE1AF,NA,884,1D,RI,2,NA,1,1,C,0,181,55,236,50
KE1AU,NA,554,1D,CT,2,Meriden ARC,1,1,C,5,118,6,129,50
KE1L,NA,365,1B1B,EMA,5,QRP ARC International,1,1,B,16,0,11,27,150
KE1S,NA,8526,2A,CT,2,CTRI Contest Group,9,2,G,1506,78,620,2204,950
KE1VT,NA,462,1D,VT,2,Addison Co. ARA,1,1,C,0,103,0,103,50
KE2GE,NA,270,1B1B,WNY,5,NA,1,1,B,0,0,34,34,100
KE2NN,NA,170,1D,SNJ,2,Old Barney ARC,1,1,C,0,30,0,30,50
KE2YK,NA,606,1D,NLI,2,Peconic ARC,1,1,C,139,0,0,139,50
KE3AAR,NA,616,2A,EPA,2,Education Alliance for Amateur Radio,3,2,B,0,0,83,83,450
KE3AO,NA,62,1D,MDC,2,Queen Anne's ARC,1,1,C,0,0,6,6,50
KE3D,NA,682,1D,STX,2,Austin ARC,1,1,C,0,123,0,123,190
KE3FL,NA,200,1E,MDC,5,4SQRP,1,1,B,5,0,0,5,150
KE3K,NA,3958,1D,MI,2,Blossomland ARA,1,1,C,952,0,0,952,150
KE3KD,NA,94,1D,WPA,2,NA,1,1,C,0,11,0,11,50
KE3V,NA,3690,1B2B,WPA,5,Neighbor Kids,2,1,B,354,0,0,354,150
KE3VR,NA,770,1D,MDC,2,Columbia (MD) ARA,1,1,C,180,0,0,180,50
KE3WN,NA,294,3D,WPA,2,Tri County ARC (PA),3,3,C,61,0,0,61,50
KE4AAP,NA,78,1D,NC,2,Watauga ARC,1,1,C,0,0,14,14,50
KE4FD,NA,3498,1D,NFL,2,Northwest Florida ARC,1,1,C,722,0,280,1002,50
KE4JQ,NA,474,1E,SFL,2,Boca Raton ARA,1,1,B,0,20,72,92,250
KE4KY,NA,2530,1D,KY,2,Bullitt ARS,1,1,C,620,0,0,620,50
KE4MIQ,NA,246,1E,WCF,2,NA,1,1,B,0,0,48,48,150
KE4Q,NA,4516,2E,WCF,2,North Port ARC,2,2,G,778,10,507,1295,350
KE4S,NA,1622,1D,VA,2,Loudoun Amateur Radio Group,1,1,C,393,0,0,393,50
KE4TH,NA,92,1D,UT,1,NA,1,1,C,0,21,0,21,50
KE4UKX,NA,670,1E,VA,2,NA,4,1,B,98,0,4,102,270
KE4VA,NA,412,1D,SC,2,Trident ARC,1,1,C,0,0,181,181,50
KE4WKH,NA,462,1D,AL,2,Baldwin Co. ARC,1,1,C,78,0,0,78,150
KE4YVF,NA,1152,5AC,NC,2,Yadkin Valley ARC,8,5,C,19,224,15,258,150
KE4ZUN,NA,398,1D,NC,2,Cleveland Co. Amateur Radio Service,1,1,C,0,0,174,174,50
KE5CDE,NA,1118,1D,STX,2,NA,1,1,C,0,249,36,285,50
KE5DG,NA,482,1E,STX,2,NA,1,1,B,0,58,0,58,250
KE5DXX,NA,256,1B1,STX,2,NA,1,1,B,47,4,1,52,50
KE5EN,NA,490,1B1B,NTX,5,NA,1,1,B,24,0,0,24,250
KE5FSY,NA,122,3A,AR,2,Arkansas Diamond ARC,7,3,G,0,0,36,36,50
KE5GL,NA,1056,2E,STX,2,NA,5,2,G,43,119,79,241,250
KE5IRK,NA,74,1D,OK,2,NA,1,1,C,0,6,0,6,50
KE5JIT,NA,938,1D,NTX,2,Dallas ARC,1,1,C,0,172,0,172,250
KE5KMM,NA,434,1D,LA,2,Southeast Louisiana ARC,1,1,C,0,96,0,96,50
